Alter_beim_Tod,Zuckerkonsum,Alkoholkonsum,BMI,Sozialstatus,Sport,Raucher,Geschlecht
70,niedrig,keiner,23.0,untere Mittelschicht,keiner,ja,w
69,hoch,moderat,26.9,Mittelschicht,moderat,nein,m
75,niedrig,keiner,23.8,obere Mittelschicht,moderat,nein,m
76,niedrig,mittel,21.0,untere Mittelschicht,keiner,ja,divers
76,niedrig,mittel,25.6,obere Mittelschicht,keiner,nein,w
59,hoch,keiner,29.0,Mittelschicht,moderat,nein,m
66,mittel,moderat,25.4,untere Mittelschicht,viel,nein,w
86,mittel,keiner,28.7,obere Mittelschicht,moderat,ja,divers
75,niedrig,keiner,23.6,obere Mittelschicht,keiner,ja,divers
84,hoch,moderat,27.7,arm,moderat,nein,divers
68,mittel,keiner,21.8,Mittelschicht,moderat,nein,w
54,niedrig,mittel,25.6,untere Mittelschicht,keiner,ja,divers
74,mittel,hoch,29.5,untere Mittelschicht,moderat,nein,w
78,hoch,moderat,30.3,obere Mittelschicht,keiner,nein,w
68,mittel,mittel,29.6,Mittelschicht,keiner,nein,divers
69,mittel,mittel,28.1,untere Mittelschicht,viel,ja,divers
60,mittel,moderat,25.9,Mittelschicht,moderat,nein,w
55,hoch,mittel,23.9,Mittelschicht,moderat,nein,divers
79,mittel,keiner,22.9,obere Mittelschicht,keiner,nein,w
64,mittel,keiner,28.4,untere Mittelschicht,viel,nein,divers
73,mittel,moderat,23.0,obere Mittelschicht,moderat,nein,m
75,niedrig,mittel,35.5,Mittelschicht,viel,ja,w
86,niedrig,moderat,29.7,reich,moderat,nein,w
79,mittel,moderat,25.7,untere Mittelschicht,moderat,ja,w
51,niedrig,mittel,22.3,Mittelschicht,keiner,nein,w
70,niedrig,moderat,17.5,obere Mittelschicht,moderat,nein,w
63,hoch,mittel,17.1,Mittelschicht,moderat,ja,m
74,hoch,keiner,28.3,Mittelschicht,keiner,ja,m
86,mittel,keiner,26.7,untere Mittelschicht,moderat,ja,w
65,mittel,moderat,17.3,Mittelschicht,moderat,nein,divers
57,hoch,moderat,19.9,obere Mittelschicht,moderat,nein,m
66,niedrig,moderat,24.4,arm,viel,ja,divers
64,niedrig,mittel,26.4,Mittelschicht,moderat,ja,m
72,hoch,moderat,25.0,Mittelschicht,viel,nein,m
86,niedrig,keiner,20.3,obere Mittelschicht,moderat,nein,divers
79,mittel,keiner,24.9,untere Mittelschicht,moderat,nein,divers
71,niedrig,keiner,28.5,Mittelschicht,moderat,nein,m
83,hoch,moderat,21.2,untere Mittelschicht,keiner,nein,divers
73,niedrig,mittel,26.1,obere Mittelschicht,moderat,nein,w
72,mittel,hoch,27.3,untere Mittelschicht,moderat,ja,m
77,mittel,mittel,32.3,obere Mittelschicht,keiner,ja,w
59,niedrig,moderat,24.5,untere Mittelschicht,moderat,ja,w
65,mittel,moderat,27.4,Mittelschicht,moderat,ja,divers
58,niedrig,mittel,26.4,Mittelschicht,moderat,nein,m
68,hoch,moderat,22.1,obere Mittelschicht,moderat,nein,divers
60,mittel,moderat,23.1,Mittelschicht,keiner,nein,divers
85,hoch,keiner,24.9,arm,viel,nein,m
81,niedrig,moderat,31.7,reich,moderat,nein,divers
77,mittel,moderat,22.8,Mittelschicht,moderat,ja,m
79,mittel,mittel,22.8,untere Mittelschicht,moderat,nein,m
69,mittel,mittel,18.9,untere Mittelschicht,keiner,nein,w
84,mittel,moderat,23.5,Mittelschicht,keiner,ja,w
76,mittel,mittel,20.9,arm,keiner,nein,divers
79,niedrig,mittel,22.0,Mittelschicht,moderat,nein,m
73,mittel,mittel,28.5,untere Mittelschicht,moderat,nein,w
82,mittel,moderat,24.9,reich,keiner,nein,w
57,mittel,moderat,37.0,untere Mittelschicht,keiner,nein,m
92,mittel,moderat,27.9,arm,keiner,nein,divers
67,mittel,mittel,24.5,Mittelschicht,moderat,nein,m
69,niedrig,keiner,30.1,Mittelschicht,keiner,ja,divers
77,niedrig,mittel,21.9,obere Mittelschicht,moderat,nein,divers
70,hoch,keiner,29.5,untere Mittelschicht,moderat,ja,w
91,mittel,moderat,31.1,Mittelschicht,viel,nein,m
82,niedrig,moderat,24.0,reich,viel,ja,divers
42,mittel,mittel,26.2,Mittelschicht,moderat,ja,w
74,hoch,hoch,25.6,untere Mittelschicht,keiner,nein,divers
75,hoch,mittel,19.7,obere Mittelschicht,keiner,nein,w
80,niedrig,moderat,27.5,obere Mittelschicht,moderat,nein,m
81,hoch,moderat,28.8,reich,moderat,nein,m
81,mittel,mittel,23.4,Mittelschicht,moderat,nein,divers
74,mittel,moderat,25.4,Mittelschicht,moderat,nein,m
76,niedrig,mittel,29.0,Mittelschicht,viel,nein,m
81,mittel,mittel,33.3,Mittelschicht,viel,nein,divers
97,mittel,moderat,25.3,reich,viel,ja,divers
40,niedrig,moderat,29.9,untere Mittelschicht,moderat,nein,w
69,niedrig,hoch,21.8,obere Mittelschicht,viel,nein,divers
71,mittel,moderat,23.2,obere Mittelschicht,viel,ja,divers
81,niedrig,moderat,18.8,obere Mittelschicht,moderat,ja,m
64,mittel,moderat,26.4,Mittelschicht,moderat,nein,divers
81,mittel,mittel,27.6,untere Mittelschicht,moderat,nein,divers
67,mittel,mittel,21.1,Mittelschicht,viel,ja,divers
69,niedrig,keiner,26.0,untere Mittelschicht,moderat,ja,w
89,mittel,mittel,16.8,reich,viel,ja,m
72,niedrig,mittel,19.7,obere Mittelschicht,moderat,nein,divers
58,mittel,moderat,28.9,obere Mittelschicht,moderat,nein,divers
80,mittel,moderat,26.8,Mittelschicht,moderat,ja,divers
84,mittel,keiner,23.1,arm,keiner,nein,m
70,niedrig,hoch,33.7,arm,viel,nein,w
72,mittel,moderat,27.9,Mittelschicht,moderat,nein,divers
75,niedrig,hoch,17.6,untere Mittelschicht,viel,nein,w
54,niedrig,mittel,22.7,untere Mittelschicht,viel,nein,w
85,mittel,mittel,28.2,arm,moderat,ja,w
84,mittel,moderat,21.1,reich,viel,nein,divers
91,niedrig,moderat,21.1,Mittelschicht,moderat,nein,m
77,niedrig,keiner,25.0,untere Mittelschicht,moderat,nein,divers
73,hoch,moderat,30.4,obere Mittelschicht,viel,nein,m
67,niedrig,moderat,19.6,Mittelschicht,moderat,nein,divers
75,mittel,mittel,23.4,Mittelschicht,moderat,ja,divers
100,mittel,moderat,27.7,obere Mittelschicht,viel,ja,divers
70,niedrig,moderat,20.8,untere Mittelschicht,keiner,nein,divers
56,mittel,mittel,20.9,obere Mittelschicht,keiner,nein,m
76,niedrig,mittel,30.7,Mittelschicht,moderat,nein,m
86,niedrig,mittel,25.9,arm,viel,nein,w
71,mittel,moderat,26.1,Mittelschicht,viel,nein,m
69,niedrig,hoch,31.9,arm,viel,nein,divers
73,niedrig,mittel,24.7,Mittelschicht,moderat,nein,w
52,mittel,moderat,24.2,untere Mittelschicht,moderat,nein,divers
83,hoch,keiner,20.7,Mittelschicht,moderat,nein,w
67,mittel,mittel,28.2,Mittelschicht,moderat,ja,m
60,mittel,keiner,29.2,Mittelschicht,keiner,nein,divers
69,niedrig,keiner,23.4,Mittelschicht,moderat,nein,w
63,mittel,mittel,26.5,Mittelschicht,moderat,nein,m
99,mittel,moderat,28.1,obere Mittelschicht,keiner,ja,w
66,mittel,keiner,29.5,reich,viel,nein,m
71,niedrig,moderat,30.5,obere Mittelschicht,viel,nein,w
83,mittel,moderat,13.2,obere Mittelschicht,viel,ja,divers
64,mittel,keiner,28.8,obere Mittelschicht,keiner,nein,w
76,mittel,mittel,20.9,untere Mittelschicht,moderat,nein,divers
68,mittel,keiner,17.4,untere Mittelschicht,moderat,nein,w
74,niedrig,moderat,33.8,obere Mittelschicht,moderat,ja,m
83,mittel,moderat,33.8,Mittelschicht,viel,nein,divers
83,mittel,mittel,29.1,Mittelschicht,viel,ja,w
94,mittel,moderat,26.5,reich,viel,ja,divers
73,niedrig,moderat,29.1,Mittelschicht,moderat,nein,w
89,niedrig,mittel,23.1,arm,moderat,ja,m
67,niedrig,keiner,25.6,obere Mittelschicht,keiner,ja,w
83,mittel,mittel,28.2,reich,moderat,nein,divers
60,mittel,hoch,32.6,arm,moderat,nein,divers
68,hoch,hoch,23.9,Mittelschicht,moderat,nein,w
65,mittel,mittel,35.8,Mittelschicht,moderat,nein,w
77,niedrig,mittel,21.6,obere Mittelschicht,moderat,nein,m
83,niedrig,moderat,28.1,arm,viel,ja,w
73,hoch,hoch,28.4,Mittelschicht,viel,ja,w
66,mittel,hoch,23.0,untere Mittelschicht,viel,nein,w
54,niedrig,mittel,19.7,arm,keiner,nein,w
93,mittel,moderat,31.6,obere Mittelschicht,moderat,nein,divers
75,niedrig,hoch,31.7,Mittelschicht,viel,ja,m
73,mittel,mittel,24.0,untere Mittelschicht,keiner,nein,m
75,mittel,moderat,24.5,obere Mittelschicht,moderat,nein,w
72,mittel,mittel,29.6,reich,moderat,nein,divers
76,mittel,moderat,27.8,Mittelschicht,keiner,ja,w
85,mittel,moderat,26.6,arm,moderat,ja,divers
65,mittel,moderat,19.6,Mittelschicht,viel,nein,m
76,hoch,keiner,24.3,untere Mittelschicht,viel,nein,divers
75,niedrig,mittel,24.9,Mittelschicht,keiner,nein,w
100,mittel,moderat,19.7,obere Mittelschicht,moderat,ja,divers
55,mittel,keiner,26.3,arm,viel,nein,divers
71,mittel,keiner,26.3,Mittelschicht,moderat,ja,divers
80,mittel,mittel,30.1,Mittelschicht,moderat,nein,w
59,niedrig,mittel,22.8,Mittelschicht,keiner,nein,m
79,mittel,mittel,28.1,Mittelschicht,keiner,ja,w
96,hoch,hoch,28.8,Mittelschicht,viel,nein,m
74,hoch,keiner,21.4,arm,viel,nein,divers
69,hoch,moderat,22.6,arm,moderat,ja,m
81,hoch,moderat,26.0,obere Mittelschicht,viel,ja,divers
61,hoch,moderat,23.3,Mittelschicht,moderat,nein,divers
83,mittel,mittel,26.4,arm,viel,ja,w
80,mittel,mittel,26.5,Mittelschicht,keiner,nein,w
91,niedrig,hoch,25.9,arm,viel,ja,m
71,mittel,moderat,21.3,arm,viel,nein,divers
77,mittel,moderat,15.2,Mittelschicht,moderat,nein,m
73,hoch,hoch,24.2,untere Mittelschicht,viel,nein,m
61,niedrig,moderat,21.3,Mittelschicht,moderat,nein,m
83,niedrig,mittel,25.9,Mittelschicht,moderat,nein,divers
76,niedrig,keiner,26.2,Mittelschicht,viel,nein,m
75,mittel,mittel,30.0,Mittelschicht,moderat,nein,divers
76,niedrig,mittel,19.2,Mittelschicht,moderat,nein,m
91,mittel,moderat,26.5,obere Mittelschicht,keiner,nein,m
69,mittel,moderat,20.0,Mittelschicht,viel,nein,m
78,niedrig,mittel,24.5,obere Mittelschicht,viel,ja,w
90,niedrig,keiner,23.6,Mittelschicht,moderat,nein,divers
66,mittel,moderat,28.6,Mittelschicht,moderat,nein,w
84,hoch,moderat,25.7,untere Mittelschicht,viel,nein,divers
81,mittel,mittel,24.8,Mittelschicht,moderat,ja,w
77,mittel,keiner,29.7,Mittelschicht,moderat,nein,m
81,mittel,hoch,24.3,obere Mittelschicht,moderat,ja,m
88,hoch,moderat,15.5,obere Mittelschicht,keiner,ja,m
95,hoch,hoch,18.2,untere Mittelschicht,viel,ja,w
68,mittel,moderat,24.8,untere Mittelschicht,keiner,nein,divers
73,hoch,mittel,29.0,obere Mittelschicht,moderat,ja,divers
64,mittel,mittel,26.0,obere Mittelschicht,moderat,nein,m
69,hoch,moderat,26.2,arm,viel,ja,w
74,mittel,mittel,25.4,Mittelschicht,moderat,nein,w
69,mittel,moderat,23.0,arm,moderat,ja,m
77,mittel,keiner,28.8,untere Mittelschicht,viel,nein,m
69,niedrig,moderat,21.5,obere Mittelschicht,keiner,ja,divers
81,mittel,keiner,24.9,Mittelschicht,moderat,ja,m
83,niedrig,mittel,21.4,Mittelschicht,moderat,ja,divers
57,niedrig,keiner,22.9,arm,viel,nein,m
67,niedrig,keiner,24.7,untere Mittelschicht,keiner,nein,divers
68,mittel,moderat,28.0,obere Mittelschicht,moderat,ja,divers
72,mittel,hoch,25.6,Mittelschicht,moderat,nein,divers
76,niedrig,mittel,25.8,untere Mittelschicht,moderat,nein,divers
74,mittel,moderat,27.0,obere Mittelschicht,moderat,ja,w
67,mittel,moderat,30.6,untere Mittelschicht,moderat,ja,w
72,niedrig,moderat,19.8,arm,moderat,nein,divers
76,hoch,mittel,21.6,Mittelschicht,viel,nein,divers
81,mittel,moderat,33.8,untere Mittelschicht,moderat,nein,m
67,mittel,hoch,26.3,Mittelschicht,viel,nein,w
57,hoch,moderat,26.8,reich,viel,nein,m
66,niedrig,mittel,22.5,obere Mittelschicht,moderat,nein,m
63,hoch,hoch,27.9,untere Mittelschicht,keiner,nein,w
85,mittel,mittel,25.1,untere Mittelschicht,viel,ja,m
66,hoch,mittel,31.4,reich,moderat,nein,m
67,mittel,mittel,16.4,obere Mittelschicht,moderat,ja,divers
79,niedrig,keiner,20.6,untere Mittelschicht,moderat,nein,m
84,niedrig,keiner,23.5,untere Mittelschicht,viel,nein,m
81,mittel,mittel,30.6,Mittelschicht,viel,nein,m
62,hoch,moderat,22.7,untere Mittelschicht,viel,nein,divers
74,hoch,keiner,31.2,Mittelschicht,keiner,nein,w
68,mittel,moderat,22.6,Mittelschicht,moderat,nein,divers
79,niedrig,hoch,22.7,arm,keiner,nein,w
76,niedrig,moderat,18.8,arm,viel,nein,divers
97,mittel,mittel,19.6,obere Mittelschicht,viel,nein,w
71,niedrig,mittel,24.9,obere Mittelschicht,keiner,ja,divers
94,mittel,keiner,19.7,reich,keiner,nein,w
94,hoch,keiner,28.0,Mittelschicht,moderat,nein,divers
79,mittel,mittel,21.1,Mittelschicht,moderat,nein,divers
80,mittel,moderat,22.1,untere Mittelschicht,viel,ja,w
87,hoch,mittel,21.1,obere Mittelschicht,moderat,nein,w
73,niedrig,moderat,22.8,reich,moderat,nein,w
65,mittel,moderat,28.0,Mittelschicht,keiner,nein,m
80,mittel,moderat,29.8,untere Mittelschicht,moderat,ja,w
57,mittel,hoch,29.3,untere Mittelschicht,keiner,nein,w
100,mittel,moderat,23.2,obere Mittelschicht,viel,ja,w
93,niedrig,keiner,23.9,obere Mittelschicht,keiner,ja,m
61,mittel,mittel,23.8,Mittelschicht,keiner,nein,m
85,mittel,moderat,21.6,Mittelschicht,moderat,ja,m
68,hoch,moderat,27.4,reich,moderat,nein,m
75,mittel,keiner,27.3,Mittelschicht,moderat,nein,m
77,hoch,keiner,26.9,Mittelschicht,viel,nein,divers
70,hoch,hoch,25.9,reich,moderat,nein,divers
65,hoch,moderat,30.2,arm,moderat,nein,m
68,mittel,mittel,29.5,arm,moderat,nein,w
72,niedrig,keiner,25.8,Mittelschicht,moderat,nein,m
70,niedrig,moderat,20.9,Mittelschicht,viel,nein,w
57,niedrig,mittel,20.8,untere Mittelschicht,moderat,nein,divers
71,niedrig,moderat,25.8,obere Mittelschicht,moderat,nein,divers
85,niedrig,moderat,23.2,Mittelschicht,moderat,nein,m
66,mittel,mittel,19.2,Mittelschicht,moderat,nein,divers
79,mittel,moderat,30.5,Mittelschicht,moderat,ja,divers
87,hoch,mittel,27.8,Mittelschicht,viel,nein,m
81,hoch,moderat,31.8,untere Mittelschicht,keiner,nein,divers
78,mittel,mittel,27.6,obere Mittelschicht,moderat,nein,m
71,niedrig,moderat,19.6,untere Mittelschicht,moderat,ja,w
68,mittel,mittel,25.0,Mittelschicht,moderat,nein,w
75,niedrig,moderat,32.7,Mittelschicht,keiner,nein,w
75,hoch,mittel,29.7,obere Mittelschicht,keiner,nein,m
70,niedrig,moderat,23.8,arm,viel,ja,divers
61,mittel,mittel,22.0,untere Mittelschicht,moderat,nein,m
80,mittel,moderat,25.0,Mittelschicht,keiner,nein,divers
84,mittel,mittel,25.7,arm,moderat,ja,m
71,mittel,mittel,33.6,untere Mittelschicht,moderat,nein,divers
74,mittel,mittel,29.7,Mittelschicht,viel,ja,w
70,mittel,keiner,27.8,arm,moderat,nein,m
84,mittel,keiner,25.8,obere Mittelschicht,moderat,ja,w
51,mittel,keiner,25.1,Mittelschicht,keiner,ja,divers
87,mittel,keiner,27.1,obere Mittelschicht,keiner,nein,divers
79,niedrig,mittel,18.1,obere Mittelschicht,moderat,nein,divers
67,mittel,moderat,26.6,Mittelschicht,keiner,nein,divers
79,mittel,keiner,29.9,reich,moderat,ja,w
73,mittel,moderat,26.6,Mittelschicht,viel,nein,w
75,mittel,keiner,21.1,arm,keiner,ja,divers
52,niedrig,keiner,26.7,Mittelschicht,keiner,ja,m
76,niedrig,moderat,22.5,obere Mittelschicht,viel,nein,divers
58,mittel,keiner,27.5,Mittelschicht,moderat,ja,m
72,hoch,moderat,27.2,arm,moderat,nein,w
93,niedrig,moderat,16.4,Mittelschicht,keiner,nein,w
68,mittel,keiner,24.2,untere Mittelschicht,moderat,ja,w
89,mittel,mittel,18.5,untere Mittelschicht,viel,nein,w
94,mittel,mittel,25.5,untere Mittelschicht,moderat,ja,divers
74,mittel,mittel,24.2,reich,moderat,ja,m
70,mittel,moderat,29.2,Mittelschicht,keiner,nein,divers
64,mittel,moderat,26.4,reich,keiner,ja,divers
71,mittel,mittel,22.0,reich,moderat,nein,w
100,niedrig,moderat,26.7,Mittelschicht,moderat,ja,m
81,niedrig,hoch,29.6,untere Mittelschicht,viel,nein,m
60,mittel,keiner,32.0,Mittelschicht,moderat,ja,m
49,niedrig,moderat,21.9,Mittelschicht,moderat,nein,w
70,niedrig,keiner,27.3,untere Mittelschicht,moderat,nein,divers
77,mittel,moderat,24.3,Mittelschicht,keiner,nein,divers
74,mittel,moderat,21.1,arm,moderat,nein,divers
60,hoch,moderat,27.9,obere Mittelschicht,moderat,ja,w
81,mittel,keiner,31.3,reich,viel,nein,divers
67,niedrig,mittel,27.8,Mittelschicht,keiner,nein,m
72,niedrig,keiner,29.8,untere Mittelschicht,moderat,nein,m
85,mittel,keiner,25.8,Mittelschicht,keiner,ja,w
71,niedrig,keiner,28.8,arm,keiner,nein,w
81,mittel,mittel,22.3,Mittelschicht,moderat,nein,divers
61,mittel,mittel,23.8,Mittelschicht,viel,nein,w
90,mittel,moderat,29.6,Mittelschicht,moderat,nein,m
63,niedrig,keiner,20.3,untere Mittelschicht,viel,nein,w
87,mittel,mittel,20.5,Mittelschicht,moderat,ja,m
80,mittel,moderat,22.5,Mittelschicht,moderat,nein,divers
91,mittel,mittel,21.9,arm,moderat,nein,m
86,mittel,hoch,25.7,Mittelschicht,moderat,nein,divers
77,hoch,moderat,17.1,Mittelschicht,moderat,nein,w
52,hoch,moderat,24.1,arm,viel,ja,divers
77,mittel,mittel,20.5,obere Mittelschicht,keiner,nein,m
64,mittel,keiner,27.2,untere Mittelschicht,viel,nein,w
80,hoch,moderat,24.4,obere Mittelschicht,moderat,ja,m
82,hoch,mittel,20.3,Mittelschicht,keiner,nein,m
71,mittel,mittel,31.6,Mittelschicht,moderat,nein,m
75,mittel,mittel,25.5,arm,moderat,ja,w
98,mittel,moderat,19.4,obere Mittelschicht,moderat,nein,w
82,hoch,mittel,31.7,untere Mittelschicht,moderat,nein,m
71,niedrig,mittel,28.4,reich,moderat,nein,m
65,hoch,mittel,22.3,obere Mittelschicht,keiner,nein,m
78,hoch,mittel,28.2,untere Mittelschicht,moderat,nein,divers
86,mittel,hoch,31.3,reich,moderat,nein,w
74,hoch,hoch,29.8,untere Mittelschicht,viel,ja,m
71,mittel,keiner,28.6,Mittelschicht,moderat,nein,w
77,mittel,keiner,26.8,untere Mittelschicht,viel,ja,m
79,niedrig,moderat,18.6,obere Mittelschicht,moderat,ja,w
63,mittel,moderat,25.4,obere Mittelschicht,viel,nein,divers
58,mittel,mittel,28.3,Mittelschicht,viel,nein,w
83,niedrig,moderat,26.3,obere Mittelschicht,moderat,nein,divers
63,hoch,mittel,30.5,Mittelschicht,moderat,nein,w
95,mittel,mittel,25.6,arm,moderat,ja,m
80,niedrig,mittel,25.8,untere Mittelschicht,moderat,ja,divers
80,niedrig,moderat,24.5,untere Mittelschicht,moderat,ja,m
74,mittel,mittel,28.6,Mittelschicht,viel,nein,m
98,mittel,moderat,19.4,obere Mittelschicht,viel,nein,m
73,mittel,hoch,20.3,untere Mittelschicht,moderat,nein,m
90,niedrig,moderat,22.6,Mittelschicht,moderat,ja,w
60,mittel,moderat,27.6,obere Mittelschicht,keiner,nein,m
92,niedrig,moderat,27.7,obere Mittelschicht,viel,ja,divers
77,mittel,moderat,26.6,obere Mittelschicht,viel,ja,divers
89,mittel,mittel,21.5,reich,moderat,ja,divers
73,hoch,moderat,23.2,Mittelschicht,moderat,nein,divers
63,mittel,mittel,23.7,Mittelschicht,moderat,nein,m
86,mittel,moderat,27.3,arm,moderat,ja,m
81,mittel,keiner,25.6,reich,viel,ja,m
80,mittel,moderat,21.8,untere Mittelschicht,viel,nein,m
71,niedrig,hoch,25.8,untere Mittelschicht,moderat,nein,divers
77,mittel,hoch,26.3,Mittelschicht,viel,nein,m
73,niedrig,moderat,23.5,Mittelschicht,keiner,ja,divers
100,mittel,keiner,28.6,Mittelschicht,viel,nein,w
79,niedrig,mittel,24.1,obere Mittelschicht,moderat,nein,divers
70,niedrig,mittel,24.5,untere Mittelschicht,keiner,nein,divers
77,mittel,mittel,17.5,reich,moderat,nein,m
59,hoch,mittel,22.5,Mittelschicht,viel,ja,m
77,mittel,mittel,24.0,Mittelschicht,moderat,ja,divers
89,mittel,moderat,19.1,Mittelschicht,keiner,nein,m
67,mittel,moderat,31.1,obere Mittelschicht,keiner,nein,m
76,hoch,mittel,28.5,Mittelschicht,viel,nein,w
95,mittel,mittel,22.2,reich,viel,nein,m
74,mittel,mittel,23.9,Mittelschicht,viel,ja,m
55,mittel,keiner,23.8,obere Mittelschicht,moderat,ja,w
83,niedrig,moderat,27.2,untere Mittelschicht,keiner,nein,divers
81,mittel,keiner,23.5,Mittelschicht,moderat,nein,w
68,mittel,mittel,30.1,Mittelschicht,moderat,nein,w
70,mittel,moderat,26.2,Mittelschicht,moderat,nein,m
76,mittel,mittel,30.8,Mittelschicht,viel,nein,w
84,mittel,keiner,19.8,untere Mittelschicht,moderat,ja,m
63,hoch,moderat,27.3,Mittelschicht,viel,nein,w
74,niedrig,moderat,23.2,obere Mittelschicht,moderat,nein,m
85,mittel,keiner,25.7,obere Mittelschicht,moderat,ja,m
75,mittel,mittel,28.1,untere Mittelschicht,viel,nein,m
71,niedrig,moderat,31.3,reich,moderat,nein,w
67,mittel,moderat,27.6,obere Mittelschicht,viel,ja,m
89,mittel,mittel,19.5,Mittelschicht,viel,nein,m
71,mittel,moderat,29.6,untere Mittelschicht,viel,nein,m
86,mittel,moderat,24.3,Mittelschicht,viel,nein,w
67,hoch,keiner,28.8,reich,viel,nein,divers
86,hoch,moderat,20.3,obere Mittelschicht,viel,nein,m
62,mittel,mittel,25.9,Mittelschicht,viel,ja,w
81,mittel,moderat,23.8,Mittelschicht,moderat,nein,w
81,hoch,mittel,22.2,Mittelschicht,keiner,nein,m
53,niedrig,mittel,23.3,arm,keiner,nein,w
75,mittel,moderat,23.9,Mittelschicht,viel,nein,m
63,niedrig,moderat,17.7,reich,viel,ja,divers
69,mittel,moderat,28.6,Mittelschicht,moderat,nein,w
87,mittel,keiner,29.8,reich,viel,ja,w
66,mittel,moderat,20.4,Mittelschicht,moderat,nein,w
79,mittel,mittel,27.5,untere Mittelschicht,moderat,nein,m
79,niedrig,moderat,16.9,Mittelschicht,keiner,nein,divers
66,hoch,moderat,24.9,untere Mittelschicht,keiner,nein,w
79,hoch,moderat,28.1,obere Mittelschicht,keiner,nein,m
76,mittel,hoch,26.3,Mittelschicht,moderat,ja,divers
75,hoch,moderat,27.7,obere Mittelschicht,moderat,nein,w
78,hoch,mittel,25.3,Mittelschicht,moderat,nein,w
72,hoch,mittel,25.3,untere Mittelschicht,moderat,ja,divers
79,mittel,moderat,26.1,obere Mittelschicht,keiner,nein,m
78,mittel,moderat,30.4,Mittelschicht,moderat,ja,m
77,niedrig,mittel,22.4,Mittelschicht,moderat,nein,w
83,mittel,moderat,19.5,arm,viel,nein,divers
64,mittel,keiner,26.3,Mittelschicht,viel,nein,m
80,mittel,moderat,20.0,arm,moderat,nein,divers
71,mittel,moderat,22.6,untere Mittelschicht,moderat,ja,w
70,mittel,moderat,28.8,untere Mittelschicht,viel,nein,divers
82,niedrig,moderat,24.9,reich,moderat,nein,divers
69,mittel,mittel,19.6,arm,moderat,nein,divers
89,mittel,keiner,27.4,obere Mittelschicht,viel,nein,divers
67,mittel,moderat,27.9,arm,moderat,nein,divers
74,mittel,moderat,23.9,Mittelschicht,keiner,nein,divers
79,hoch,moderat,22.0,obere Mittelschicht,moderat,nein,w
71,mittel,moderat,25.5,Mittelschicht,moderat,nein,divers
70,mittel,mittel,27.7,Mittelschicht,moderat,ja,w
93,mittel,moderat,22.0,Mittelschicht,viel,nein,divers
58,hoch,mittel,17.0,arm,moderat,ja,w
73,mittel,mittel,22.3,Mittelschicht,moderat,nein,w
77,mittel,mittel,25.5,Mittelschicht,keiner,ja,divers
58,niedrig,moderat,17.7,untere Mittelschicht,keiner,ja,w
77,mittel,mittel,25.5,Mittelschicht,viel,ja,m
70,mittel,moderat,18.4,arm,moderat,ja,w
79,mittel,mittel,30.1,untere Mittelschicht,moderat,ja,w
77,mittel,moderat,21.6,untere Mittelschicht,moderat,nein,m
75,niedrig,moderat,19.5,untere Mittelschicht,keiner,nein,divers
85,hoch,keiner,25.3,obere Mittelschicht,viel,nein,m
57,hoch,hoch,23.8,Mittelschicht,viel,nein,w
79,mittel,hoch,23.7,obere Mittelschicht,moderat,ja,m
72,hoch,hoch,20.1,arm,moderat,ja,w
80,mittel,keiner,22.4,reich,viel,nein,divers
53,hoch,moderat,23.5,reich,viel,nein,w
84,mittel,mittel,23.5,Mittelschicht,moderat,nein,divers
92,hoch,keiner,26.7,Mittelschicht,moderat,nein,m
78,hoch,hoch,24.5,Mittelschicht,moderat,nein,divers
74,hoch,hoch,23.9,untere Mittelschicht,moderat,nein,m
71,niedrig,moderat,27.1,obere Mittelschicht,moderat,nein,divers
65,niedrig,mittel,20.7,obere Mittelschicht,viel,nein,divers
63,niedrig,moderat,33.2,Mittelschicht,moderat,nein,m
80,mittel,keiner,26.2,Mittelschicht,viel,nein,divers
64,hoch,hoch,27.5,obere Mittelschicht,viel,nein,m
73,niedrig,moderat,25.9,untere Mittelschicht,viel,ja,m
65,niedrig,moderat,25.6,untere Mittelschicht,keiner,nein,w
70,mittel,mittel,21.9,reich,moderat,ja,m
82,hoch,moderat,18.8,Mittelschicht,moderat,nein,m
80,hoch,mittel,27.7,obere Mittelschicht,moderat,nein,w
66,mittel,moderat,21.7,Mittelschicht,viel,nein,m
72,mittel,moderat,26.1,reich,moderat,nein,divers
73,hoch,moderat,26.7,arm,moderat,nein,divers
92,niedrig,keiner,23.0,Mittelschicht,moderat,nein,divers
57,hoch,keiner,28.3,reich,viel,nein,divers
91,mittel,mittel,26.6,arm,viel,nein,divers
64,mittel,mittel,24.5,untere Mittelschicht,moderat,nein,m
63,mittel,keiner,27.6,obere Mittelschicht,viel,ja,m
61,mittel,moderat,23.8,reich,moderat,nein,w
64,hoch,moderat,25.5,Mittelschicht,keiner,nein,divers
71,niedrig,moderat,25.7,reich,keiner,ja,w
75,mittel,keiner,21.1,obere Mittelschicht,moderat,nein,divers
81,mittel,keiner,24.8,untere Mittelschicht,moderat,ja,m
65,niedrig,keiner,34.0,reich,moderat,nein,w
79,mittel,mittel,24.4,obere Mittelschicht,moderat,ja,w
89,hoch,keiner,32.4,Mittelschicht,moderat,ja,divers
73,hoch,moderat,26.4,reich,viel,nein,m
65,mittel,keiner,24.4,Mittelschicht,moderat,ja,w
73,niedrig,moderat,25.7,untere Mittelschicht,viel,ja,m
